person_id,person_name,birth_year,death_year,gender
 ,Ascanio Petrini,1979,,M
 ,Ascensión Orive,,,F
 ,Asghar Farhadi,1972,,M
,Asghar Semsarzade,1940,,M
,Ashley Dowds,1966,,M
,Ashley Gunstock,1957,,M
,Asia Bugajska,1962,,F
 ,Asier Altuna,1969,,M
,Asim Abbasi,,,M
,Aslı Özge,1975,,F
,Assumpta Serna,1957,,F
,Asteris Kutulas,1960,,M
,Astrid Menzel,1905,,F
,Astrid Polak,1962,,F
,Astrid Rossa,,,F
,Athina Papadimitriu,1954,,F
 ,Atiq Rahimi,1962,,M
,Attila Árpa,1971,,M
,Attila Bocsárszky,1965,,M
,Attila Egyed,1969,,M
,Attila Epres,1963,,M
,Attila Hartung,1991,,M
,Attila Magyar,1965,,M
,Attila Menszátor-Héresz,1972,,M
,Attila Mokos,1964,,M
,Attila Szász,1972,,M
 ,Aude Léa Rapin,1984,,F
 ,Aude Pépin,,,F
 ,Audrey Diwan,1980,,F
 ,Audrey Estrougo,1983,,F
 ,Audrey Gordon,,,F
,August Zirner,1956,,M
 ,Augusto Zucchi,1946,,M
,Auguszta Tóth,1967,,F
 ,Aurel,1980,,M
,Aurel Tămaș,1961,,M
 ,Aurélia Georges,1973,,F
,Aurelia Lăpuşan,1948,,F
 ,Aurélien Recoing,1958,,M
 ,Aurélien Vernhes-Lermusiaux,1980,,M
 ,Aurélie Saada,1978,,F
 ,Aurelio Grimaldi,1957,,M
 ,Aurelio Toni Agliata,,,M
 ,Aurora Quattrocchi,1943,,F
 ,Aurore Clément,1945,,F
 ,Autumn de Wilde,1970,,F
,Avelina Prat,1972,,F
 ,Avénarius d'Ardronville,,,M
,Axel Gottschick,1953,,M
,Axel Hausch,,,M
,Axel Milberg,1956,,M
,Axel Prahl,1960,,M
,Axel Ranisch,1983,,M
 ,Axel Salvatori-Sinz,1982,2018,M
,Axel Werner,1945,,M
,Aylin Tezel,1983,,F
 ,Azedine Ben,1995,,M
 ,Babak Karimi,1960,,M
,Babett Arens,1959,,F
 ,Bakary Sangaré,1960,,M
,Balázs Galkó,1949,,M
,Balázs Krasznahorkai,1975,,M
,Balázs Lengyel,1977,,M
,Balázs Lévai,1968,,M
,Balázs Lóth,1977,,M
,Balázs Mihályfi,1965,,M
,Bálint Kenyeres,1976,,M
,Bálint Nagy,,,M
,Bálint Révész,1988,,M
,Bania Medjbar,1962,,F
 ,Baptiste Drapeau,,,M
,Barbara Albert,1970,,F
 ,Barbara Alberti,1943,,F
,Barbara Auer,1959,,F
,Barbara Bernt,1955,,M
 ,Barbara Boncompagni,1963,,F
 ,Barbara Bouchet,1943,,F
,Barbara Brix,1941,,F
,Barbara Kronenberg,1980,,F
,Barbara Marten,1947,,F
,Barbara Melzl,1957,,F
 ,Barbara Ott,1983,,F
,Barbara Peirson,1957,,F
,Barbara Philipp,1965,,F
,Bárbara Santos,1963,,F
,Barbara Schnitzler,1953,,F
,Barbara Sukowa,1950,,F
,Barbara Wallbraun,1983,,F
,Barbara Young,1931,2023,F
,Barbet Schroeder,1941,,M
,Barbu Silviu Tripăduș,,,M
,Barnabás Tóth,1977,,M
 ,Barnaby Thompson,,,M
,Barney Douglas,,,M
,Barny Murphy,1954,,M
,Barry Adamson,1958,,M
,Barry Hearn,1948,,M
 ,Basile Carré-Agostini,,,M
,Basile Doganis,1980,,M
 ,Bassam Tariq,1986,,M
 ,Bass Dhem,1955,,M
 ,Bastien Simon,1987,,M
,Beate Baumann,1963,,F
 ,Béatrice Agenin,1950,,F
,Beatrice Behn,,,F
,Béatrice Camurat,1965,,F
 ,Béatrice Dalle,1964,,F
 ,Béatrice de Staël,1958,,F
 ,Béatrice Michel,1959,,F
 ,Beatrice Schiros,1967,,F
,Beatrix Borchard,1950,,F
 ,Bebo Storti,1956,,M
 ,Beda Docampo Feijóo,1948,,M
,Bee2,,,M
 ,Beef,,,M
,Bela B.,1962,,M
,Béla Bagota,1985,,M
,Béla Borsi-Kálmán,1948,,M
,Béla Ficzere,1972,,M
,Béla Gados,1954,,M
,Béla Kósa,1956,,M
,Béla Szemán,1963,,M
,Béla Szerednyey,1958,,M
,Belén Cruz,1963,,F
,Belén Macías,1970,,F
 ,Belén Rueda,1965,,F
 ,Belén Verdugo,1979,,F
,Ben Becker,1964,,M
 ,Ben Wheatley,1972,,M
,Bence Gyöngyössy,1963,,M
 ,Benedetta Barzini,1943,,F
 ,Benedetta Buccellato,1953,,F
 ,Benedetto Casillo,1950,,M
,Benedict Campbell,1957,,M
 ,Benedicta Sánchez,1935,,F
,Benedikt Schwarzer,1987,,M
 ,Ben Gazzara,1930,2012,M
,Ben Hecking,,,M
,Ben Jacobson,,,M
 ,Beniamino Barrese,1986,,M
 ,Benito Urgu,1939,,M
,Benjamin Cabuk,1961,,M
 ,Benjamin Euvrard,,,M
,Benjamin Field,,,M
 ,Benjamin Laurent,,,M
,Benjamin Martins,1985,,M
 ,Benjamin Massoubre,,,M
,Benjamín Prado,1961,,M
,Benjamin Quabeck,1976,,M
,Benjamin Whitrow,1937,2017,M
,Bennie Young,1949,,M
 ,Ben Kingsley,1943,,M
 ,Ben Miller,1966,,M
,Ben Nealon,1966,,M
,Ben Parker,,,M
,Ben Timlett,,,M
 ,Benoît Allemane,1942,,M
,Benoît Chieux,,,M
 ,Benoît Delépine,1958,,M
 ,Benoît Forgeard,1973,,M
 ,Benoît Jacquot,1947,,M
 ,Benoît Masocco,1979,,M
 ,Benoît Poelvoorde,1964,,M
,Bent Hamer,1956,,F
,Beo Raana Zafar,,,F
 ,Beppe Menegatti,1929,2024,M
 ,Bérangère Jean,1964,,F
 ,Berardo Carboni,1975,,M
,Berenice Sparano,,,F
 ,Bernabé Rico,1973,,M
,Bernadett Tuza-Ritter,1981,,F
 ,Bernadette Lafont,1938,,F
 ,Bernadette Le Saché,1950,,F
,Bernadette Mayer,1945,2022,F
,Bernard Alane,1948,,M
 ,Bernard Bédarida,,,M
 ,Bernard Blancan,1958,,M
 ,Bernard Bloch,1949,,M
 ,Bernard Campan,1958,,M
 ,Bernard Farcy,1949,,M
 ,Bernard Fresson,1931,2002,M
 ,Bernard Gabay,1963,,M
 ,Bernard Giraudeau,1947,,M
 ,Bernard Guyonnet,1957,,M
 ,Bernard Yerlès,1961,,M
,Bernard-Henri Lévy,1948,,M
 ,Bernard Le Coq,1950,,M
 ,Bernard Ménez,1944,,M
 ,Bernard Murat,1941,,M
 ,Bernard Nissille,1960,,M
 ,Bernard-Pierre Donnadieu,1949,,M
,Bernardo Atxaga,1951,,M
,Bernardo Hiller,1962,,M
,Bernd Böhlich,1957,,M
,Bernd Capitain,1961,,M
,Bernd Michael Lade,1964,,M
,Bernd Moss,1965,,M
,Bernd Stegemann,1949,,M
,Bernhard Braunstein,1979,,M
,Bernhard Koch,,,M
,Bernhard Marsch,1962,,M
 ,Bernard Stora,1942,,M
 ,Bernard Verley,1939,,M
 ,Bernhard Schütz,1959,,M
,Bernhard Völger,1961,,M
,Bernice Stegers,1949,,F
 ,Bernie Ecclestone,1930,,M
,Bertalan Bagó,1962,,M
,Berth Wesselmann,1950,,F
 ,Bertie Ahern,1951,,M
 ,Bertrand Blier,1939,2025,M
 ,Bertrand Burgalat,1963,,M
,Bertrand Guerry,1973,,M
 ,Bertrand Hagenmüller,1983,,M
 ,Bertrand Mandico,1977,,M
,Beth Stevens,1960,,F
,Bettina Böhler,1960,,F
,Bettina Devin,1951,,F
,Bettina Kaminski,1966,,F
,Bettina Krug,1953,,F
,Bettina Wegner,1947,,F
 ,Betty Pedrazzi,1955,,F
,Bhagwandas Patel,1943,,M
 ,Biagio Izzo,1962,,M
,Bibbe Hansen,1952,,TF
,Biff Blumfumgagnge,1964,,M
,Bill Bruford,1949,,M
,Bill Fellows,1957,,M
,Bill Gates,1955,,M
,Bill Jones,1976,,M
,Bill Mockridge,1947,,M
 ,Bill Pullman,1953,,M
,Bill Rieflin,1960,2020,M
,Bill Wyman,1936,,M
,Bille August,1948,,M
,Billie Jean King,1943,,F
 ,Billie Piper,1982,,F
,Billy Idol,1955,,M
 ,Bill Nighy,1949,,M
,Bill Novak,,,M
 ,Bill Patterson,1945,,M
 ,Billy Murray,1941,,M
 ,Billy Ocean,1950,,M
 ,Bing Yin,1962,,M
,Bingen Mendizábal,1962,,M
,Birgit Schulz,,,
 ,Biyouna,1952,,F
,Bjarne Henriksen,1959,,M
,Björn Borg,1956,,M
 ,Bjørn Floberg,1947,,M
,Björn Granath,1946,2017,M
,Bjørn Melhus,1966,,M
,Björn Runge,1961,,M
,Blacker Dread,1959,,M
,Blanca Apilánez,1961,,F
,Blanca Portillo,1963,,F
 ,Blandine Lenoir,1973,,F
,Blixa Bargeld,1959,,M
,Blythe Danner,1943,,F
,Bo Gritz,1939,,M
 ,Bob Bowersox,1947,,M
,Bob Geldof,1951,,M
,Bob Goody,1951,2023,M
,Bob Gruen,1945,,M
 ,Bob Messini,1962,,M
,Bob Paine,1933,2016,M
,Bobby Gillespie,1962,,M
,Bodo Ramelow,1956,,M
,Bogdan Bradu,1968,,M
,Bogdan Dreyer,1962,,M
,Bogdan Dumitrescu,1968,,M
,Bogdan George Apetri,1976,,M
 ,Bogdan Iordachioiu,1962,,M
,Bohdan Beniuk,1957,,M
 ,Bojena Horackova,,,F
 ,Bojina Panayotova,1978,,F
 ,Bonifacio Angius,1982,,M
,Bono,1960,,M
,Bora Dagtekin,1978,,M
 ,Borek Slezácek,1967,,M
,Børge Brende,1965,,M
,Bori Péterfy,1969,,M
,Boris Bergman,1944,,M
,Boris Isaković,1966,,M
 ,Boris Isaković,1966,,M
 ,Boris Lojkine,1969,,M
 ,Boris Pétric,1972,,M
,Boris Ruiz,1952,,M
,Borja Casani,1952,,M
,Börje Lundberg,1953,,M
 ,Bouli Lanners,1965,,M
 ,Bouraouïa Marzouk,1949,,F
,Branko Đurić,1962,,M
,Branko Samarovski,1939,,M
 ,Brenda Blethyn,1946,,F
,Brenda Chapman,1963,,F
,Brenda Vaccaro,1939,,F
,Brendan Gleeson,1955,,M
,Brendan O'Carroll,1955,,M
,Brett Hadley,1930,2023,M
,Brett Harvey,,,M
,Brian Bovell,1954,,M
,Brian Cox,1946,,M
,Brian Croucher,1942,,M
,Brian Eno,1948,,M
,Brian Kidd,1949,,M
,Brian May,1947,,M
,Brian Protheroe,1944,,M
,Brice Fournier,1966,,M
,Brid Brennan,1955,,F
 ,Brigitte Auber,1925,,F
 ,Brigitte Aubry,1964,,F
 ,Brigitte Busquet,,,F
 ,Brigitte Catillon,1951,,F
,Brigitte Chamarande,1955,2022,F
,Brigitte Drodtloff,1959,,F
 ,Brigitte Fontaine,1939,,F
 ,Brigitte Fossey,1946,,F
,Brigitte Kramer,1954,,F
,Brigitte Kren,1954,,F
 ,Brigitte Masure,,,F
 ,Brigitte Roüan,1946,,F
 ,Brigitte Sy,1956,,F
 ,Brigitte Virtudes,1959,,F
 ,Brillante Mendoza,1960,,M
 ,Bruce Dern,1936,,M
,Bruce Greenwood,1956,,M
,Bruce Payne,1958,,M
,Bruce Swedien,1934,2020,M
 ,Bruno Bigoni,1950,,M
,Bruno Bilotta,1959,,M
 ,Bruno Cariello,1962,,M
 ,Bruno Cariello,1962,,M
,Bruno Cathomas,1965,,M
 ,Bruno Chiche,1966,,M
 ,Bruno Cremer,1929,2010,M
 ,Bruno Di Marcello,1973,,M
 ,Bruno Dumont,1958,,M
,Bruno Eyron,1964,,M
 ,Bruno Ganz,1941,,M
,Bruno Georis,1963,,M
,Bruno Jonas,1952,,M
 ,Bruno Lochet,1959,,M
 ,Bruno López,,,M
 ,Bruno Moynot,1950,,M
 ,Bruno Oliviero,1972,,M
 ,Bruno Podalydès,1961,,M
 ,Bruno Raffaelli,1950,,M
 ,Bruno Raffaelli,1950,,M
 ,Bruno Solo,1964,,M
 ,Bruno Todeschini,1962,,M
 ,Bruno Vienne,1953,,M
,Bruno Watara,1963,,M
,Bruno Wolkowitch,1961,,M
,Bruto Pomeroy,1958,,M
,Bryan Cranston,1956,,M
,Bryan Murray,1949,,M
,Bud Spencer,1929,2016,M
,Buda Gulyás,1949,,M
,Buddy Giovinazzo,1957,,M
,Buddy Guy,1936,,M
,Bujar Alimani,1969,,M
 ,Bulle Ogier,1939,,F
,Bunny Wailer,1947,,M
,Burghart Klaußner,1949,,M
,Burhan Qurbani,1980,,M
,Butz Ulrich Buse,1963,,M
,C. Martín Ferrera,1974,,M
,Caetano Veloso,1942,,M
,Caitlin Dulany,1963,,F
,Cal MacAninch,1963,,M
,Callum Macrae,,,M
,Camelia Popa,1978,,F
 ,Camille de Casabianca,1960,,F
 ,Camille Lotteau,,,M
 ,Camille Ponsin,,,F
,Campbell Scott,1961,,M
,Campino,1962,,M
,Can Togay,1955,,M
 ,Candice Patou,1947,,F
,Cara Chase,,,F
 ,Carine May,,,F
,Carine Roitfeld,1954,,F
 ,Carine Tardieu,1973,,F
 ,Carinne Coisman,,,F
,Carinthia West,1951,,F
,Carl Hegemann,1949,,M
 ,Carla Gravina,1941,,F
 ,Carla Signoris,1960,,F
,Carla Simón,1986,,F
 ,Carlo Brandt,1954,,M
 ,Carlo Buccirosso,1954,,M
 ,Carlo De Marchis,1939,,M
 ,Carlo Hintermann,1974,,M
 ,Carlo Luglio,1967,,M
 ,Carlo Verdone,1950,,M
,Carlos Andrés Morelli,1977,,M
,Carlos Antonio Lozada,1961,,M
 ,Carlo Sarti,1962,,M
 ,Carlos Bardem,1963,,M
 ,Carlos Boyero,1953,,M
,Carlos Brito,1960,,M
,Carlos Chahine,1959,,M
,Carlos Fernández de Vigo,,,M
,Carlos Garcia Piedra,1966,,M
,Carlos Henrique Raposo,1963,,M
 ,Carlos Hipólito,1956,,M
 ,Carlos Iglesias,1955,,M
 ,Carlos Manuel Díaz,,,M
 ,Carlos Martínez López,,,M
 ,Carlos Mora Fuentes,1985,,M
 ,Carlos Navarro,,,
,Carlos Olalla,1957,,M
,Carlos Portaluppi,1967,,M
,Carlos Saura,1932,2023,M
,Carlos Slepoy,1949,2017,M
,Carlota Nelson,,,F
,Carlota Pereda,1975,,F
,Carlotta,,,F
 ,Carlotta Berti,,,F
 ,Carlo Valli,1943,,M
 ,Carme Elías,1951,,F
,Carme Sansa,1943,,F
,Carme Tarte Vilardell,,,F
 ,Carmela García,1964,,F
,Carmelo Gómez,1962,,M
 ,Carmen Carrión,,2021,F
 ,Carmen Castillo,1945,,M
,Carmen Elena Belaschk,,,F
 ,Carmen Esteban,,,F
 ,Carmen Garrido,1947,2020,F
,Carmen Linares,1951,,F
 ,Carmen Machi,1963,,F
 ,Carmen Maura,1945,,F
,Carmen Posadas,1953,,F
,Carmen Rodríguez,,,F
,Carmen Tănase,1961,,F
,Carmen-Maja Antoni,1945,,F
 ,Carmina Barrios,1953,,F
 ,Carol Alt,1960,,F
,Carol Kane,1952,,F
,Carol MacReady,1939,,F
,Carol Morley,1966,,F
,Carol Polakoff,,,F
 ,Carola Stagnaro,1956,,F
 ,Carole Bouquet,1957,,F
 ,Carole Franck,1970,,F
 ,Carole Trévoux,1958,,F
,Carolin Schmitz,1967,,F
,Carolina Hellsgård,1977,,F
 ,Caroline Breton,,,F
,Caroline Burns Cooke,1958,,F
 ,Caroline Cellier,1945,,F
 ,Caroline Chaniolleau,1953,2024,F
 ,Caroline Fourest,1975,,F
,Caroline Link,1964,,F
,Caroline Schreiber,1962,,M
,Caroline Silhol,1949,,F
 ,Caroline Silhol,1949,,F
 ,Caroline Vignal,1970,,F
 ,Cary Joji Fukunaga,1977,,M
,Cary-Hiroyuki Tagawa,1950,,M
,Cătălin Bugean,1980,,M
,Cătălin Cățoiu,1961,,M
,Cătălin Mitulescu,1972,,M
,Cătălin Saizescu,1976,,M
,Cătălin Tolontan,1968,,M
,Catalina Mesa,1978,,F
 ,Caterina Bueno,1943,2007,F
 ,Caterina Caselli,1946,,F
 ,Catherine Allégret,1946,,F
 ,Catherine Arditi,1946,,F
,Catherine Carteret,,,F
 ,Catherine Corsini,1956,,F
 ,Catherine Davenier,1953,,F
 ,Catherine Deneuve,1943,,F
 ,Catherine Ferran,1945,,F
 ,Catherine Frot,1956,,F
,Catherine Gandois,1953,,F
 ,Catherine Hardwicke,1955,,F
 ,Catherine Hiegel,1946,,F
 ,Catherine Hosmalin,1960,,F
 ,Catherine Jacob,1956,,F
 ,Catherine Lafond,1945,,F
,Catherine Lurie,,,F
 ,Catherine Mouchet,1959,,F
 ,Catherine Rouvel,1939,,F
 ,Catherine Salviat,1947,,F
 ,Catherine Samie,1933,,F
 ,Catherine Spaak,1945,2022,F
 ,Catherine Wilkening,1963,,F
,Cathy Breeze,,,F
,Cathy Horyn,1956,,F
,Catrin Striebeck,1966,,F
 ,Cécile Besnault,,,F
 ,Cécile Denjean,,,F
 ,Cécile Ducrocq,1973,,F
,Cécile Guilbert,1963,,F
,Cecilia Bârbora,1963,,F
,Cecilia Bartolomé,1943,,F
,Cecília Felméri,1978,,F
 ,Cecilia Mangini,1927,2021,F
,Cecilia Roth,1956,,F
,Cécilia Rouaud,1976,,F
,Cédric Anger,1975,,M
 ,Cédric Jimenez,1976,,F
 ,Cédric Kahn,1966,,M
 ,Cédric Klapisch,1961,,M
 ,Cédric Le Gallo,,,M
 ,Celia Eseverri,,,F
 ,Celia Imrie,1952,,F
 ,Céline Devaux,1987,,F
,Celine Pouillon,,,F
 ,Celso Bugallo,1947,,M
,Celso Parada,1958,,M
,Cerasela Iosifescu,1966,,F
,César Cadaval,1964,,M
,César Martínez Herrada,1964,,M
,César Oliva,1945,,M
,César Sabater,1976,,M
,César Tormo,1968,,M
 ,Cesare Bocci,1957,,M
 ,Cesare S. Cremonini,1960,,M
,Cesáreo Estébanez,1941,2018,M
,Cesc Gay,1967,,M
,Cezara Dafinescu,1948,,F
 ,Chantal Garrigues,1944,2018,F
 ,Chantal Ladesou,1948,,F
 ,Chantal Lauby,1948,,F
 ,Chantal Neuwirth,1948,,F
,Chanya Button,1986,,F
 ,Charles Aznavour,1924,2018,M
 ,Charles Berling,1958,,M
,Charles Brauer,1935,,M
 ,Charles Dance,1946,,M
 ,Charles Dubois,,,M
,Charles Garrad,1952,,M
 ,Charles Schneider,1959,,M
 ,Charlie O'Leary,1924,,M
,Charlie Paul,1961,,M
,Charlie Watts,1941,2021,M
 ,Charline Bourgeois-Tacquet,1986,,F
,Charlotte Colbert,1987,,F
 ,Charlotte Dauphin,1987,,F
 ,Charlotte de Turckheim,1955,,F
 ,Charlotte Gainsbourg,1971,,F
 ,Charlotte Rampling,1946,,F
,Charlotte Schwab,1952,,F
,Charlotte Silvera,1954,,F
,Charly Hübner,1972,,M
,Charly Wai Feldman,,,F
 ,Charo Izquierdo,,,
 ,Charo López,1943,,F
 ,Chato Galante,1948,2020,M
 ,Checco Zalone,1977,,M
,Chelo Vivares,1952,,F
 ,Chema de la Peña,1964,,M
 ,Chema del Barco,1964,,M
,Chema Rodríguez,1967,,M
,Cherry Jones,1956,,F
 ,Chiara Bellosi,1973,,F
 ,Chiara Sani,1963,,F
 ,Chicho Castillo,1960,2020,M
,Chico Buarque,1944,,M
,Chimo Bayo,1961,,M
 ,Chino Moya,1976,,M
,Chiqui Carabante,1967,,M
 ,Chloé Mazlo,1983,,F
 ,Chraz,1950,,M
 ,Chris Amoo,1952,,M
,Chris Barritt,,,M
 ,Chris Bearne,,,M
,Chris Bonington,1934,,M
 ,Chris Crow,1972,,M
,Chris Ellis,1956,,M
,Chris Foggin,1985,,M
,Chris Imberdis,,,M
,Chris Kimsey,1951,,M
 ,Chris Lomme,1938,,F
,Chris Miera,1986,,M
,Chris Salewicz,,,M
,Chris Tates,1962,,M
,Chrissie Hynde,1951,,F
,Christa Krikula,,,F
,Christian Abart,1959,,M
,Christian Alvart,1974,,M
,Christian Ammermüller,1968,,M
 ,Christian Benedetti,1958,,M
,Christian Berkel,1957,,M
,Christian Boltanski,1944,2021,M
 ,Christian Bouillette,1937,,M
,Christian Bruhn,1958,,M
 ,Christian Bujeau,1944,,M
,Christian Buse,1959,,M
 ,Christian Carion,1963,,M
 ,Christian Clavier,1952,,M
 ,Christian Crahay,1949,,M
 ,Christian De Sica,1951,,M
,Christian Dieterle,1959,,M
 ,Christian Duguay,1957,,M
 ,Christian Vadim,1963,,M
,Christian Werner,,,
,Christian Zanési,1952,,M
,Christiane Blumhoff,1942,2003,F
 ,Christiane Hessel-Chabry,,,F
 ,Christiane Millet,1956,,F
,Christiane Ostermayer,1965,,F
 ,Christiane Spiero,,,F
,Christiane Ziehl,1950,,F
,Christina Ebelt,1979,,F
,Christine Angot,1959,,F
 ,Christian Gonon,1961,,M
,Christian Grashof,1943,,M
,Christian Haas,,,M
 ,Christian Hecq,1964,,M
,Christian Hoening,1947,,F
 ,Christian Jeanpierre,1965,,M
 ,Christian Kaiser,1961,,M
,Christian Klandt,1978,,M
,Christian Koch,1962,,M
,Christian Koerner,1966,,M
,Christian Kuchenbuch,1964,,M
 ,Christian Louboutin,1964,,M
 ,Christian Monnier,1968,,M
 ,Christian Morin,1945,,M
,Christian Pätzold,1944,,M
,Christian Petzold,1960,,M
 ,Christian Philibert,1965,,M
,Christian Redl,1948,,M
,Christian Schäfer,1990,,M
,Christian Schneller,1948,,M
,Christian Schwochow,1978,,M
 ,Christian Sinniger,1947,,M
,Christian Steyer,1946,,M
,Christian Theede,1972,,M
 ,Christine Boisson,1956,,F
,Christine Choueiri,1963,,F
 ,Christine Citti,1962,,F
,Christine Errath,1956,,F
 ,Christine Gagnepain,,,F
,Christine Jensen,1960,,F
,Christine Kruchen,1954,2020,F
 ,Christine Murillo,1951,,F
,Christine Schorn,1944,,F
 ,Christo Vladimirov Javacheff,1935,2020,M
,Christof Wackernagel,1951,,M
,Christoph Eder,1987,,M
,Christoph Franz,1960,,M
,Christoph Gampl,1969,,M
,Christoph Hein,1944,,M
,Christoph Hochhäusler,1972,,M
,Christoph Hübner,1948,,M
,Christoph Kaiser,1963,,M
,Christoph Maria Herbst,1966,,M
,Christoph Nix,1954,,M
,Christoph Röhl,1967,,M
,Christoph Stölzl,1944,,M
,Christoph Walder,,,M
,Christoph Waltz,1956,,M
,Christoph Weinert,,,M
 ,Christophe,1945,2020,M
 ,Christophe Alévêque,1963,,M
 ,Christophe Barratier,1963,,M
 ,Christophe Blanc,1966,,M
,Christophe Bourseiller,1957,,M
 ,Christophe Duthuron,1973,,M
 ,Christophe Hamon,1964,,M
 ,Christophe Honoré,1970,,M
 ,Christophe Karabache,1979,,M
 ,Christophe Lambert,1957,,M
 ,Christophe Le Masne,1958,,M
,Christophe Loizillon,1953,,M
 ,Christophe Malavoy,1952,,M
,Christophe Maurer,1949,,M
,Christophe Odent,1955,,M
 ,Christophe Offenstein,1962,,M
,Christophe Régin,,,M
 ,Christophe Tardy,,,M
,Christopher Buchholz,,,M
 ,Christopher Dunne,,,M
,Christopher Fairbank,1953,,M
,Christopher Frayling,1946,,M
,Christopher Fulford,1955,,M
 ,Christopher Godwin,1943,,M
,Christopher Hawkins,,,
,Christopher Ian Smith,,,M
,Christopher Krieg,1961,,M
 ,Christopher Lee,1922,2015,M
,Christopher McDonald,1955,,M
,Christopher Nolan,1970,,M
,Christopher Smith,,,M
 ,Christophe Rossignon,1959,,M
 ,Christopher Thompson,1966,,M
 ,Christopher Tourneur,,,M
,Christopher Villiers,1960,,M
 ,Chrístos Stérgioglou,1952,,M
 ,Chrystelle Labaude,1959,,F
,Chuck D,1960,,M
,Chuma Viscarret,,,M
,Chun Mei Tan,1961,,F
 ,Chus Gutiérrez,1962,,F
 ,Ciarán Hinds,1953,,M
,Cindy Crawford,1966,,F
 ,Cinzia Bomoll,1979,,F
,Ciprian Mega,1985,,M
 ,Ciro D'Emilio,1986,,M
 ,Ciro Guerra,1981,,M
 ,Ciro Scalera,1957,,M
 ,Ciro Villano,1972,,M
,Claire Bloom,1931,,F
 ,Claire Chazal,1956,,F
 ,Claire Devers,1955,,F
,Claire King,1963,,F
 ,Claire Maurier,1929,,F
 ,Claire McCarthy,,,F
 ,Claire Nadeau,1945,,F
,Claire Roggan,1985,,F
,Claire Ruppli,,,F
 ,Claire Simon,1955,,F
 ,Claire Skinner,1965,,F
,Clara Martínez-Lázaro,,,F
,Clara Möller,1955,,M
 ,Clara Roquet,1988,,F
 ,Clare Grogan,1962,,F
,Clare Higgins,1955,,F
,Clare Perkins,1965,,F
 ,Clarke Peters,1952,,M
 ,Claude Aufaure,1942,,M
 ,Claude Brasseur,1936,2020,M
 ,Claude Brosset,1943,,M
 ,Claude Gensac,1927,2016,F
 ,Claude Lelouch,1937,,M
,Claude Lévèque,,,M
,Claude Mathieu,1952,,F
 ,Claude Miller,1942,,M
 ,Claude Perron,1966,,F
 ,Claude Rich,1929,2017,M
 ,Claude Sarraute,1927,,F
 ,Claude Saussereau,,,M
 ,Claudia Cardinale,1938,,F
 ,Claudia Della Seta,1956,,F
,Clàudia Font,,,F
,Claudia Geisler-Bading,1965,,F
,Claudia Gravy,1945,,F
,Claudia Lehmann,1975,,F
,Claudia Martini,1956,,F
,Claudia Müller,1964,,M
 ,Claudia Pinto,1977,,F
 ,Claudine Acs,1935,2023,F
 ,Claudio Abbiati,1951,,M
 ,Claudio Amendola,1963,,M
 ,Claudio Barbieri,,,M
 ,Claudio Bigagli,1955,,M
 ,Claudio Bisio,1957,,M
 ,Claudio Bonivento,1950,,M
,Claudio Caiolo,1966,,M
 ,Claudio Cicconetti,1981,,M
 ,Claudio Coccoluto,1961,2021,M
 ,Claudio Collovà,1957,,M
 ,Claudio Cupellini,1973,,M
 ,Claudio Giovannesi,1978,,M
 ,Claudio Greg Gregori,1963,,M
 ,Claudio Greg Gregori,1963,,M
 ,Claudio Insegno,1965,,M
 ,Claudio Magris,1939,,M
 ,Claudio Noce,1975,,M
 ,Claudio Norza,1957,,M
 ,Claudio Poli,,,M
 ,Claudio Ripalti,1980,,M
 ,Claudio Santamaria,1974,,M
 ,Claudio Sestieri,1948,,M
,Claudio Simonetti,1952,,M
 ,Claudio Utrera,1949,,M
 ,Claudio Zulian,,,M
,Claudiu Bleonț,1959,,M
,Claudiu Trandafir,1963,,M
,Claus Clausen,,,M
 ,Claus Drexel,1968,,M
,Claus Wehlisch,1972,,M
,Claus Withopf,1972,,M
 ,Clémence Madeleine-Perdrillat,1988,,F
 ,Clémence Massart,1943,,F
 ,Clémentine Célarié,1957,,F
 ,Clint Eastwood,1930,,M
,Clio Barnard,1965,,F
,Clive Francis,1946,,M
,Clive Merrison,1945,,M
 ,Clotilde Courau,1969,,F
,Clotilde Mollet,1963,,F
 ,Clovis Cornillac,1968,,M
,Coca Bloos,1946,,F
 ,Cochi Ponzoni,1941,,M
,Colin Bennett,1944,2024,M
 ,Colin Blyth,,,M
,Colin Firth,1960,,M
,Colin McFarlane,1961,,M
,Colin Stinton,1947,,M
 ,Constance Meyer,,,F
,Constantin Codrescu,1931,,M
,Constantin Cojocaru,1945,2024,M
,Constantin Cotimanis,1955,,M
,Constantin Drăgănescu,1936,2020,M
,Constantin Florescu,1962,,M
,Constantin Hatz,1989,,M
,Constantin Löhrmann,,,M
,Constantin Pappas,1962,,M
,Constantinescu Narcis,1993,,M
,Consuelo Solsona,1941,,F
,Consuelo Trujillo,1959,,F
,Copel Moscu,1953,,M
,Coralie Fargeat,1976,,F
,Cordula Kablitz-Post,1964,,F
,Cordula Stratmann,1963,,F
 ,Corentin Doucet,,,M
 ,Corentin Massiot,,,M
,Corey Johnson,1961,,M
,Corinna Belz,1955,,F
,Corinna Harfouch,1954,,F
,Corinna Kirchhoff,1958,,F
 ,Corinne Cléry,1950,,F
 ,Corinne Marchand,1931,,F
 ,Corinne Masiero,1964,,F
,Cornel Gheorghiță,1958,,M
