id,type,slug,name,birthYear,deathYear,nationality,gender,character,director
Martin Semmelrogge,Person,martin-semmelrogge,Martin Semmelrogge,1955,0,Germany,Male identifying,,
Martin Shaw,Person,martin-shaw,Martin Shaw,1945,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Martin Umbach,Person,martin-umbach,Martin Umbach,1956,0,Germany,Male identifying,,
Martin Wuttke,Person,martin-wuttke,Martin Wuttke,1962,0,Germany,Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Coming of Age', 'id': 'DE2019_007', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'de2019-007-gluck-ist-was-fur-weicheier', 'tags': 'reignited passion', 'title': {'english': '', 'native': 'Glück ist was für Weicheier'}}, 'gender': 'Male identifying', 'id': 'DE2019_007_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Martina Eitner-Acheampong,Person,martina-eitner-acheampong,Martina Eitner-Acheampong,1960,0,Germany,Female identifying,,
Martina Gedeck,Person,martina-gedeck,Martina Gedeck,1961,0,Germany,Female identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Romance', 'id': 'DE2022_003', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'de2022-003-wunderschon', 'tags': 'urban', 'title': {'english': '', 'native': 'Wunderschön'}}, 'gender': 'Female identifying', 'id': 'DE2022_003_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Animation', 'genre': 'Fantasy', 'id': 'DE2019_065', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'de2019-065-benjamin-blumchen', 'tags': 'non-human companionship', 'title': {'english': 'Benjamin the Elephant', 'native': 'Benjamin Blümchen'}}, 'gender': 'Female identifying', 'id': 'DE2019_065_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'DE2018_027', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'de2018-027-zwei-herren-im-anzug', 'tags': 'wealth', 'title': {'english': 'Two Men in Suits', 'native': 'Zwei Herren im Anzug'}}, 'gender': 'Female identifying', 'id': 'DE2018_027_02', 'origin': 'White Western European', 'profession': 'Unemployed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Martina McClements,Person,martina-mcclements,Martina McClements,0,0,United Kingdom of Great Britain and Northern Ireland (the),Female identifying,,
Martina Sakova,Person,martina-sakova,Martina Sakova,1976,0,Germany,Female identifying,,"[{'filmType': 'Fiction film', 'genre': ""Children's Film"", 'id': 'DE2021_006', 'production': {'country': 'Slovakia', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'de2021-006-sommer-rebellen', 'tags': 'rescue mission', 'title': {'english': 'Summer Rebels', 'native': 'Sommer-Rebellen'}}]"
Martina Spitzer,Person,martina-spitzer,Martina Spitzer,1962,0,Austria,Female identifying,,
Martine Bouquin,Person,martine-bouquin,Martine Bouquin,0,0,France,Female identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Performative mode', 'id': 'FR2019_169', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-169-betty-marcusfeld', 'tags': 'personal memory', 'title': {'english': '', 'native': 'Betty Marcusfeld'}}]"
Martine Chevallier,Person,martine-chevallier,Martine Chevallier,1949,0,France,Female identifying,"[{'ability': 'Temporary disability', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Romance', 'id': 'FR2020_028', 'production': {'country': 'Belgium', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-028-deux', 'tags': 'elderhood (friendship among elders)', 'title': {'english': 'Two of Us', 'native': 'Deux'}}, 'gender': 'Female identifying', 'id': 'FR2020_028_02', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Homosexual'}]",
Martine Deyres,Person,martine-deyres,Martine Deyres,1942,0,France,Female identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'FR2018_186', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'fr2018-186-le-sous-bois-des-insenses-une-traversee-avec-jean-oury', 'tags': 'high rank employment', 'title': {'english': 'Underbush Of The Senseless', 'native': 'Le Sous-bois des insensés, une traversée avec Jean Oury'}}]"
Martine Erhel,Person,martine-erhel,Martine Erhel,0,0,Belgium,Female identifying,,
Martine Irzenski,Person,martine-irzenski,Martine Irzenski,1961,0,France,Female identifying,,
Martine Sarcey,Person,martine-sarcey,Martine Sarcey,1928,0,France,Female identifying,,
Martine Schambacher,Person,martine-schambacher,Martine Schambacher,0,0,France,Female identifying,,
Martine Vandevile,Person,martine-vandevile,Martine Vandevile,1955,0,France,Female identifying,,
Martirio,Person,martirio,Martirio,1954,0,Spain,Female identifying,,
Martxelo Rubio,Person,martxelo-rubio,Martxelo Rubio,1966,0,Spain,Male identifying,"[{'ability': 'Unknown', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Coming of Age', 'id': 'ES2023_012', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'es2023-012-20-000-especies-de-abejas', 'tags': 'daily routine', 'title': {'english': '20,000 Species of Bees', 'native': '20.000 especies de abejas'}}, 'gender': 'Male identifying', 'id': 'ES2023_012_03', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Martín Cuervo,Person,martin-cuervo,Martín Cuervo,1987,0,Spain,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'ES2022_040', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'es2022-040-todos-lo-hacen', 'tags': 'self-employment', 'title': {'english': '', 'native': 'Todos lo hacen'}}]"
Martín Rosete,Person,martin-rosete,Martín Rosete,1980,0,Spain,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'ES2019_023', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'es2019-023-remember-me', 'tags': 'substance abuse', 'title': {'english': '', 'native': 'Remember me'}}]"
Marvin Litwak,Person,marvin-litwak,Marvin Litwak,1986,0,Germany,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Biopic', 'id': 'DE2018_042', 'production': {'country': 'India', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'de2018-042-pawo', 'tags': '', 'title': {'english': '', 'native': 'Pawo'}}]"
Mary Bauermeister,Person,mary-bauermeister,Mary Bauermeister,1934,2023,Germany,Female identifying,,
Mary Cipolla,Person,mary-cipolla,Mary Cipolla,0,0,Italy,Female identifying,,
Mary E. Power,Person,mary-e-power,Mary E. Power,1949,0,United States of America (the),Female identifying,,
Mary McCusker,Person,mary-mccusker,Mary McCusker,0,0,United Kingdom of Great Britain and Northern Ireland (the),Female identifying,,
Mary Pat Gleason,Person,mary-pat-gleason,Mary Pat Gleason,1950,2020,United States of America (the),Female identifying,,
Mary Paz Pondal,Person,mary-paz-pondal,Mary Paz Pondal,1942,0,Spain,Female identifying,,
Mary Steenburgen,Person,mary-steenburgen,Mary Steenburgen,1953,0,United States of America (the),Female identifying,,
Mary Wilson,Person,mary-wilson,Mary Wilson,1944,2021,United States of America (the),Female identifying,,
Mary Woodvine,Person,mary-woodvine,Mary Woodvine,1967,0,United Kingdom of Great Britain and Northern Ireland (the),Female identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Horror', 'id': 'GB2023_016', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'gb2023-016-enys-men', 'tags': 'sex', 'title': {'english': '', 'native': 'Enys Men'}}, 'gender': 'Female identifying', 'id': 'GB2023_016_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Mary-Louise Parker,Person,mary-louise-parker,Mary-Louise Parker,1964,0,United States of America (the),Female identifying,,
Mary-Noël Niba,Person,mary-noel-niba,Mary-Noël Niba,0,0,Cameroon,Female identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'FR2021_107', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2010}, 'slug': 'fr2021-107-partir', 'tags': 'precarity', 'title': {'english': '', 'native': 'Partir ?'}}]"
Maryam Boobani,Person,maryam-boobani,Maryam Boobani,1953,0,Iran (Islamic Republic of),Female identifying,,
Marzia Ubaldi,Person,marzia-ubaldi,Marzia Ubaldi,1938,2023,Italy,Female identifying,,
Marzieh Alivirdi,Person,marzieh-alivirdi,Marzieh Alivirdi,1960,0,Iran (Islamic Republic of),Female identifying,,
Marzio Honorato,Person,marzio-honorato,Marzio Honorato,1948,0,Italy,Male identifying,,
María Alfonsa Rosso,Person,maria-alfonsa-rosso,María Alfonsa Rosso,0,0,Spain,Female identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'ES2023_023', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'es2023-023-los-buenos-modales', 'tags': 'independent home', 'title': {'english': '', 'native': 'Los buenos modales'}}, 'gender': 'Female identifying', 'id': 'ES2023_023_03', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Unknown'}, {'ability': 'Chronic illness', 'age': '4: Fourth Age (>75)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Horror', 'id': 'ES2020_048', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'es2020-048-la-mancha-negra', 'tags': 'personal trauma', 'title': {'english': '', 'native': 'La mancha negra'}}, 'gender': 'Female identifying', 'id': 'ES2020_048_01', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '4: Fourth Age (>75)', 'assistedMobility': 'Unknown', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'ES2019_072', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'es2019-072-ay-mi-madre', 'tags': 'regional identity', 'title': {'english': '', 'native': '¡Ay, mi madre!'}}, 'gender': 'Female identifying', 'id': 'ES2019_072_01', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
María Barranco,Person,maria-barranco,María Barranco,1961,0,Spain,Female identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'Unknown', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'ES2019_069', 'production': {'country': 'Venezuela (Bolivarian Republic of)', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'es2019-069-la-noche-de-las-dos-lunas', 'tags': 'high rank employment', 'title': {'english': 'The Night of the Two Moons', 'native': 'La noche de las dos lunas'}}, 'gender': 'Female identifying', 'id': 'ES2019_069_01', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
María Bayo,Person,maria-bayo,María Bayo,1961,0,Spain,Female identifying,,
María Cabrera,Person,maria-cabrera,María Cabrera,1954,0,Spain,Female identifying,,
María Cristina Lozada,Person,maria-cristina-lozada,María Cristina Lozada,1942,0,Venezuela (Bolivarian Republic of),Female identifying,,
María Elorza,Person,maria-elorza,María Elorza,1988,0,Spain,Female identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'ES2023_063', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'es2023-063-a-los-libros-y-a-las-mujeres-canto', 'tags': 'motherhood', 'title': {'english': '', 'native': 'A los libros y a las mujeres canto'}}]"
María Isabel Díaz Lago,Person,maria-isabel-diaz-lago,María Isabel Díaz Lago,1964,0,Cuba,Female identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Multi-protagonist film', 'id': 'ES2022_012', 'production': {'country': 'Belgium', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'es2022-012-en-los-margenes', 'tags': 'unemployment', 'title': {'english': 'On the Fringe', 'native': 'En los márgenes'}}, 'gender': 'Female identifying', 'id': 'ES2022_012_02', 'origin': 'Indigenous Latin American', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
María Jesús Hoyos,Person,maria-jesus-hoyos,María Jesús Hoyos,1946,0,Spain,Female identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'ES2021_003', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'es2021-003-maixabel', 'tags': 'state institutions', 'title': {'english': '', 'native': 'Maixabel'}}, 'gender': 'Female identifying', 'id': 'ES2021_003_02', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
María Jesús Sirvent,Person,maria-jesus-sirvent,María Jesús Sirvent,0,0,Spain,Female identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Romance', 'id': 'ES2023_076', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'es2023-076-camino-de-la-suerte', 'tags': 'gender discrimination', 'title': {'english': '', 'native': 'Camino de la suerte'}}, 'gender': 'Female identifying', 'id': 'ES2023_076_02', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
María José Alfonso,Person,maria-jose-alfonso,María José Alfonso,1940,0,Spain,Female identifying,"[{'ability': 'Able-bodied', 'age': '4: Fourth Age (>75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Documentary', 'genre': 'Biopic', 'id': 'ES2020_024', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'es2020-024-el-abuelo-victor-victor-manuel', 'tags': 'self-employment', 'title': {'english': '', 'native': 'El abuelo Víctor - Víctor Manuel'}}, 'gender': 'Female identifying', 'id': 'ES2020_024_01', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '4: Fourth Age (>75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Musical', 'id': 'ES2018_053', 'production': {'country': 'Germany', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'es2018-053-oh-mammy-blue', 'tags': 'ageism', 'title': {'english': '', 'native': 'Oh! Mammy Blue'}}, 'gender': 'Female identifying', 'id': 'ES2018_053_03', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Unknown'}, {'ability': 'Able-bodied', 'age': '4: Fourth Age (>75)', 'assistedMobility': 'No', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Science Fiction', 'id': 'ES2023_019', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2010}, 'slug': 'es2023-019-mi-otro-jon', 'tags': 'technology', 'title': {'english': '', 'native': 'Mi otro Jon'}}, 'gender': 'Female identifying', 'id': 'ES2023_019_03', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
